SensorID,Date,Temperature,SoilMoisture,pH,Fertilizer,Location
s17,3/16/2025,33.5,44,7.1,2.1,east field
S022,3/27/2025,29,38,6.6,1.3,NorthField
s26,3/31/2025,32.8,43,6.4,2.7,WEST FIELD
S059,4/5/2025,20.3,58,,2.3,n field
s24,28-Feb-25,22.3,42,7.2,3.8,South Field
s6,3/18/2025,16.1,,6,2.6,S field
S041,3/5/2025,31.3,49,7.5,1.2,n field
s42,26/03/2025,16.5,56,6.5,2.3,W field
s18,3/30/2025,18.6,63,6.5,2.2,w field
S57,3/15/2025,,61,7.4,1.9,W field
S028,3/2/2025,23.3,49,None,3.3,NORTH FIELD
S25,2/26/2025,38,51,6.6,1.9,North Field
s9,1-Apr-25,33.1,22,6.7,4.2,westField
s27,9/3/2025,25.9,27,6.2,1.2,S field
s04,3/31/2025,18,61,7.8,,EastField
S054,4/5/2025,13,34,missing,2.6,w field
S034,3/5/2025,23,22,9.3,1.8,W field
S047,31-Mar-25,31.2,35,6.2,3765.5,north field
S059,3/24/2025,30.6,None,7.7,1.3,n field
S055,2/26/2025,35.8,N/A,6.8,4,Southfield
S34,5/3/2025,15.1,49,5.9,1.4,West Field
S037,3/15/2025,18.3,32,6.3,4.2,South Field
s10,3/25/2025,30.7,26,6.7,2.9,Nrth Field
S49,4/5/2025,17.9,65,6.6,2.1,north field
S31,3/9/2025,14.3,60,5.6,2.1,east field
S023,3/24/2025,30.4,49,6.5,2.4,east field
s01,4/8/2025,19.3,57,5.9,1.8,w field
s40,1-Mar-25,27.9,23,6.4,3.4,West Field
s14,22-Mar-25,16.4,60,5.7,1.2,NorthField
s59,27/02/2025,18.1,64,6.7,missing,north field
S030,27-Feb-25,27,58,5.7,2.2,East Field
S27,4/3/2025,659.6,51,7,4,north field
S17,3/31/2025,27.7,60,7.7,3.6,SOUTH FIELD
S003,4-Mar-25,N/A,22,7.5,3.6,East Field
S058,4/4/2025,19.8,38,0.4,3.1,W field
S048,3/28/2025,20.4,22,6.4,N/A,S field
s38,3/1/2025,34.1,38,6.2,1.5,e field
s17,3/4/2025,33.8,58,6.2,3.7,n field
S49,9/3/2025,33.3,52,7.4,1.5,East Field
s42,2/25/2025,21.3,62,7.2,2.7,north field
s34,2/27/2025,36.2,None,6.3,1.5,SOUTH FIELD
S011,4/7/2025,23.9,27,6.2,1.4,w field
S007,3/10/2025,25.1,19,6.9,1.5,north field
s09,3/7/2025,20,27,6.4,2.3,Nrth Field
s9,2-Apr-25,31.7,53,7.2,3.8,Southfield
S57,9-Apr-25,30.2,43,6.9,2,EastField
S021,8-Mar-25,19.8,24,7.6,3.2,NORTH FIELD
S026,4/5/2025,18.9,28,,2.6,S field
s08,8/3/2025,23.2,28,7.7,3.7,East Field
S008,2-Mar-25,22.4,N/A,6,2.3,westField
s59,3/31/2025,21.4,46,7,3.5,S field
s15,3/31/2025,20.6,57,6.8,2.2,West Field
s49,4/10/2025,31.7,23,5.9,1.6,EastField
s47,19-Mar-25,30.4,31,6.4,3.4,West Field
S032,3/4/2025,missing,43,6.2,1.7,SOUTH FIELD
S32,25/02/2025,20,37,6.9,3.5,North Field
S042,4-Apr-25,32.2,None,7,1.2,e field
s56,26-Feb-25,35.3,20,6.3,4.1,West Field
s31,17-Mar-25,35.6,42,7.3,1.4,n field
s50,3/19/2025,12.5,49,7.6,1.9,w field
s24,8-Apr-25,12.6,35,6,3,WEST FIELD
S030,22/03/2025,20.4,61,6.4,3.8,n field
s11,3/10/2025,24.9,37,7,3608.9,NorthField
S036,4/6/2025,32.1,55,5.9,2.1,w field
s59,3/29/2025,27.7,27,6.1,4,W field
s49,3/30/2025,17.6,19,7.8,2.3,South Field
s41,4/2/2025,19.5,20,10.8,3.7,e field
S021,3/22/2025,30.2,18,6.4,3.2,n field
s12,4/2/2025,16.3,60,5.9,4,W field
S53,3/26/2025,22.8,36,5.8,2.6,North Field
S20,4/2/2025,17.9,29,None,3.2,westField
S24,18-Mar-25,21.6,47,7.7,3.2,Nrth Field
S018,3/21/2025,35,61,6.5,2.2,w field
s44,15/03/2025,34.2,N/A,7.2,2.8,westField
S17,3/20/2025,26.4,37,5.7,1.6,South Field
s33,4/6/2025,29,57,6.1,1778.9,north field
S55,3/24/2025,missing,41,6.7,3.3,NORTH FIELD
S009,4/9/2025,26.9,47,missing,2.9,West Field
s39,2-Apr-25,24.5,24,5.9,2.5,westField
S43,25/03/2025,34.9,62,7,1.7,e field
S7,3/28/2025,25.7,22,5.6,3.1,e field
s19,3/4/2025,23,9999,-0.2,2.5,South Field
S020,9/3/2025,N/A,28,6.1,1.6,east field
s08,3/28/2025,13,9999,6.9,3,Southfield
s60,3/16/2025,37.4,59,7.5,2.5,EastField
s7,22-Mar-25,29.4,40,7.2,3,EastField
S40,27/02/2025,35.2,32,6.1,2.7,EASTFIELD
S37,26/02/2025,30.4,46,7.8,4.1,W field
S046,9/4/2025,12.9,56,7.4,2.9,east field
S50,4/1/2025,30.6,32,5.8,1.9,West Field
S27,4/1/2025,17.5,22,5.8,1.3,north field
S051,3/31/2025,14.7,32,6.8,1.9,EastField
s59,3/23/2025,28.8,60,5.8,3.4,EASTFIELD
S14,4/10/2025,34.2,29,7.6,1.9,North Field
S37,3/19/2025,29.8,34,5.8,2,South Field
s57,31/03/2025,31.6,49,6.5,3.2,West Field
s50,8/4/2025,-53.8,46,6,2.1,North Field
s55,2/26/2025,15.7,50,5.5,3.9,Nrth Field
s55,3/11/2025,34.8,33,7.7,,SOUTH FIELD
s43,14-Mar-25,,65,6.5,3,westField
S016,4/3/2025,24.8,41,6.5,3.8,w field
s52,23/03/2025,18.8,59,7.4,2.2,W field
s04,10/4/2025,28.3,48,7.6,2.3,EastField
s50,3/2/2025,21.2,51,7.4,1.4,w field
s31,9-Apr-25,25.6,25,7.6,3.8,e field
S042,2/26/2025,14.9,43,7.2,2.9,NORTH FIELD
S16,3/17/2025,33.1,25,7.7,3.4,NorthField
s27,3/18/2025,13.7,26,6.7,N/A,Nrth Field
S28,22-Mar-25,31.7,56,7.7,2.4,e field
s53,3/23/2025,28.8,19,7.4,1.2,SOUTH FIELD
S5,21-Mar-25,15.3,40,6,3.5,e field
S060,15-Mar-25,13.2,51,6.4,3.5,Nrth Field
S018,3/15/2025,14.2,54,5.8,1.7,SOUTH FIELD
S021,3/14/2025,29.4,36,7.6,2.1,east field
S004,26/03/2025,14.4,63,N/A,None,Nrth Field
S12,1/4/2025,30.3,42,6.8,4,East Field
S13,3/19/2025,30.4,54,5.6,3,Nrth Field
s21,4/7/2025,12.4,30,5.5,3.8,EastField
s7,26/02/2025,29.8,40,6.1,2.3,e field
S059,29/03/2025,20,64,,1.5,NorthField
S47,4/10/2025,522.7,29,1.3,2.4,WEST FIELD
s27,26/02/2025,20,30,6.6,2.2,e field
s21,3/8/2025,33.1,37,7.2,3.9,SOUTH FIELD
s59,4/9/2025,35.2,9999,6.9,4.2,S field
s21,4/5/2025,13.9,54,-1.3,2.4,SOUTH FIELD
s18,3/6/2025,36,29,5.6,3,WEST FIELD
S43,31/03/2025,24.4,46,5.7,1.2,e field
s42,3/16/2025,23.3,25,6.2,2.3,North Field
S56,3/19/2025,32.7,29,6.9,2.1,e field
S18,3/6/2025,36.2,37,6.7,4.1,westField
S041,2/27/2025,31,60,6.4,1.6,WEST FIELD
s20,18/03/2025,14.4,46,6,2.5,North Field
s40,13/03/2025,21.8,52,6.2,2.2,NORTH FIELD
S044,3/8/2025,25.1,52,6.8,N/A,West Field
s14,3/11/2025,23.9,52,6.1,3.2,east field
s44,2-Apr-25,missing,39,None,1.5,South Field
S042,26/03/2025,15.2,56,5.6,2.3,n field
s54,3/18/2025,27,58,7.3,3.6,north field
S039,4/4/2025,25.3,60,6.3,missing,Nrth Field
s53,3/29/2025,21.2,59,6.7,1.6,WEST FIELD
s2,4/4/2025,missing,40,missing,1.5,West Field
s52,4/7/2025,29.8,20,5.9,2.7,WEST FIELD
s59,3/19/2025,17.1,31,7.2,1.2,WEST FIELD
s19,26-Mar-25,33.8,32,7.5,4.1,S field
S6,3/27/2025,20.5,24,7.1,2.8,North Field
s35,3/15/2025,37.6,25,7.1,1.9,North Field
s50,2/27/2025,32.8,41,7.5,2.8,n field
S53,3/18/2025,36,62,6.2,3.5,westField
s35,3/9/2025,,62,6,1.3,South Field
S8,3/22/2025,19,,None,3.7,East Field
s3,3/25/2025,14.1,23,7.2,2.8,EastField
S045,3/3/2025,22.7,59,5.8,3.4,NORTH FIELD
S14,4/2/2025,20.8,30,7.3,2.7,East Field
S006,7/3/2025,28.9,51,7.4,3.8,EASTFIELD
S060,3/27/2025,37.7,61,6.5,1.7,north field
s32,4/1/2025,22.2,34,5.6,1.4,east field
S030,3/15/2025,18.5,40,7.2,2.4,Southfield
s02,29/03/2025,24.7,9999,6.4,4,NorthField
S027,3/26/2025,12.3,20,6.4,1.7,South Field
S33,4/2/2025,18.7,39,5.8,1.3,South Field
s14,21-Mar-25,23.3,63,7.5,1.3,e field
s34,8-Mar-25,missing,53,5.8,1.3,NORTH FIELD
s43,4/4/2025,32.3,50,7.6,1.5,n field
s05,3/19/2025,23.8,39,6.3,3.4,east field
S050,3/15/2025,23.7,54,6.5,1.8,EASTFIELD
s12,3/23/2025,23.8,33,,1.4,West Field
s33,4/2/2025,,65,6.1,3.9,Nrth Field
S33,5/4/2025,21.3,9999,5.7,3.2,Southfield
s40,3/14/2025,30.5,47,7.3,1.7,e field
s25,2/27/2025,33.6,31,7.3,2.6,Nrth Field
S051,3/10/2025,28,23,7.3,3.4,WEST FIELD
s22,25-Feb-25,24.7,65,5.9,1.9,e field
S19,4/6/2025,36,49,6.2,1.9,NORTH FIELD
S024,30/03/2025,12.6,32,7.1,1.7,WEST FIELD
s04,2/3/2025,30.3,57,7.4,2.2,W field
S051,3/17/2025,18.8,28,5.8,1.8,north field
s09,22-Mar-25,32.1,40,7.4,2.2,NORTH FIELD
s56,3/4/2025,16.2,49,6.7,3.3,NorthField
S020,3/15/2025,28.5,22,7.5,3.6,east field
s21,4/3/2025,23.6,53,6.2,2.3,North Field
s57,3/9/2025,17.6,35,7,3.7,westField
s47,3/19/2025,28.4,62,6.1,2,SOUTH FIELD
s21,23/03/2025,29.8,26,5.6,None,Southfield
S024,5-Apr-25,12.7,32,,2.5,SOUTH FIELD
s7,8/3/2025,19.2,52,6.6,2.2,e field
S007,3/12/2025,28.3,60,5.6,2.3,Southfield
s34,3/6/2025,28.3,51,5.6,2,S field
s01,3/31/2025,32.2,34,6,3,Nrth Field
S022,2/28/2025,25.3,43,7.3,2.2,n field
S43,4/4/2025,14.8,,6.9,3.6,w field
s43,2/25/2025,15.8,65,6.9,1.5,Nrth Field
S2,4/5/2025,29.9,31,6.1,3.8,e field
s42,26-Feb-25,15.4,52,7.6,N/A,SOUTH FIELD
s53,2-Apr-25,13.8,46,6.2,3.1,West Field
s7,4/1/2025,missing,22,6.2,3.9,North Field
S26,4-Apr-25,20.7,43,None,1.2,Southfield
S41,3/20/2025,26.5,9999,7,2.9,w field
S042,3/6/2025,N/A,39,7.4,3.4,westField
S46,12/3/2025,28.9,27,6,1.6,WEST FIELD
s08,3/17/2025,22.9,38,7.4,missing,NORTH FIELD
S051,3/29/2025,31,41,6.3,1.8,e field
s23,3/3/2025,14.3,19,7.1,1.8,EASTFIELD
s53,31-Mar-25,27.7,22,6.3,1.8,Southfield
S24,3/24/2025,16.3,19,7,2.9,EASTFIELD
s36,2/26/2025,15.5,29,5.6,1.9,NORTH FIELD
s51,3/30/2025,32.9,22,7.1,4,South Field
s56,4/4/2025,12.8,64,7.5,1.8,North Field
s36,3/4/2025,34.1,57,6.7,0.007,Nrth Field
S30,3/4/2025,18.8,29,5.9,0.008,north field
S17,3/9/2025,34,62,7.7,3.1,SOUTH FIELD
S1,3/15/2025,33.2,51,6,3.8,e field
s35,27/03/2025,13.6,missing,5.9,3.6,S field
s4,7/4/2025,21.7,50,7.7,4,westField
S43,3/18/2025,35.1,31,5.8,4,NorthField
S044,2/28/2025,27.7,65,7.1,3.6,east field
S059,25/02/2025,17.9,64,2.1,3.2,north field
s33,3/3/2025,32.1,50,6.7,3.5,West Field
S54,12/3/2025,27.7,58,6.4,2.6,W field
s36,25/02/2025,23,32,5.7,1.6,South Field
s10,2/28/2025,16.7,32,6.5,1.5,EASTFIELD
S043,4/5/2025,26.1,38,7,4.1,Nrth Field
S16,20/03/2025,28.4,34,6.3,3,w field
s12,20-Mar-25,13.5,38,5.9,1.3,e field
S022,8/4/2025,37.4,18,,None,East Field
s46,4/3/2025,30.9,57,7.4,2.8,NorthField
S10,2/4/2025,33.7,59,7.7,1.9,West Field
S019,3/13/2025,13.2,41,7.1,3.5,westField
s34,3/20/2025,-52.4,36,7.5,2.8,SOUTH FIELD
s19,3/20/2025,27.9,,7.7,2.9,West Field
s51,3/21/2025,23.5,34,7.2,3.5,North Field
s24,1-Apr-25,32.8,42,6,1.9,West Field
s51,3/15/2025,34.2,52,5.7,1.4,EastField
S049,4-Apr-25,30.1,36,7.6,3.5,e field
s4,31/03/2025,483.7,28,5.6,3.2,NORTH FIELD
S8,3/17/2025,23.9,34,6.4,1.4,West Field
s29,4/1/2025,35.1,60,N/A,1.4,EASTFIELD
s55,2/3/2025,14.6,49,5.7,2.6,S field
S7,5/3/2025,36.3,56,5.6,4.2,W field
s39,9/4/2025,14.7,24,5.5,4,EASTFIELD
S1,16/03/2025,34,25,6.8,2.2,East Field
s30,3/26/2025,32,51,7.1,2.4,w field
S9,7-Mar-25,24.5,55,6.6,,North Field
s48,2/28/2025,15,49,6.7,1.3,east field
S059,3/10/2025,17,9999,7.2,4.2,W field
S4,1-Mar-25,17.9,59,7.6,2.2,east field
s51,2/4/2025,30.3,29,6.1,3,East Field
S47,3/11/2025,37.2,None,6.7,1.8,South Field
s41,3/25/2025,30.1,34,N/A,1.8,westField
S056,3/22/2025,None,27,7.8,2.7,NorthField
S24,27-Mar-25,N/A,57,6.8,2.5,westField
s6,3/29/2025,32.1,9999,7.7,3.2,North Field
S012,2/25/2025,16.1,26,6.8,3.1,Southfield
S045,8-Mar-25,31.3,46,7.5,2.8,westField
s18,18-Mar-25,23.9,45,7.5,1.5,EastField
s34,3/15/2025,25.7,47,7.4,2.7,EASTFIELD
s55,12/3/2025,15.1,44,7,2.3,South Field
S8,3/3/2025,27.5,55,5.7,1.2,Nrth Field
S43,3/29/2025,22.6,52,7.5,2.7,S field
S055,3/8/2025,19.8,50,7.1,None,Nrth Field
S047,3/24/2025,23.7,27,7.4,2.4,SOUTH FIELD
s32,3/22/2025,36.7,22,7.7,3.2,east field
S32,22/03/2025,12.6,,7.5,1.3,east field
s57,3/16/2025,29.5,43,5.8,2.2,w field
s55,3/3/2025,32.7,61,5.7,1.3,north field
s57,3/12/2025,28,39,5.6,3.2,north field
s41,17-Mar-25,27.2,18,10.3,2.5,South Field
s52,20-Mar-25,34.4,51,6.1,,S field
S6,23/03/2025,36.9,31,N/A,4,n field
s2,11/3/2025,12.7,27,5.9,4,north field
s39,18/03/2025,33.1,53,6.3,4.2,EastField
s7,25/03/2025,24.1,43,6,0.002,East Field
s40,29-Mar-25,25.8,42,7.2,1.6,Southfield
s3,4/10/2025,29.1,42,7,1.6,e field
S41,4-Mar-25,19.5,21,6.5,1.5,EastField
S16,3/30/2025,34.7,41,None,2.1,north field
s15,3/26/2025,33.3,40,5.8,2.7,W field
s28,23-Mar-25,N/A,51,,3.9,SOUTH FIELD
S001,8-Mar-25,35.5,31,7,3.4,WEST FIELD
s13,2/27/2025,23,missing,missing,3.4,South Field
S28,28/03/2025,34.5,36,6.9,2.7,westField
s58,30/03/2025,32.8,53,5.6,3.7,WEST FIELD
S59,3/27/2025,32.3,39,6,1.4,South Field
S048,24-Mar-25,31.5,57,5.5,1.4,Southfield
s37,2/28/2025,27.6,37,7.1,1.9,EASTFIELD
S028,3/17/2025,N/A,37,5.6,4.2,SOUTH FIELD
S021,8-Mar-25,30.4,54,6.1,1.9,NORTH FIELD
s36,8-Mar-25,26.9,48,6,2.1,NORTH FIELD
s20,3/8/2025,missing,None,7.7,3,EASTFIELD
S055,4/2/2025,32.8,39,7,1.7,EASTFIELD
S005,3/12/2025,35.9,21,5.5,1.2,South Field
s52,3/4/2025,27.6,32,5.7,2.7,n field
s48,3/2/2025,33.2,35,6.3,1.6,n field
s18,20-Mar-25,22.3,36,6.5,3.8,SOUTH FIELD
s58,3/3/2025,13.1,57,6.1,2.3,South Field
S037,4/4/2025,37.5,63,6.2,2.4,EastField
s46,4/3/2025,21.1,50,7.6,3.1,South Field
S51,3/17/2025,33,42,7.3,missing,NorthField
S034,2/26/2025,N/A,30,7.8,1.4,NorthField
S14,4/1/2025,34.5,40,6.2,0.007,east field
s37,4/6/2025,15.1,25,7.4,2.5,east field
S042,4/3/2025,22.4,62,7.8,3.5,South Field
s39,3/1/2025,35.4,34,7.6,1.2,Nrth Field
S53,4/2/2025,15.6,61,6.1,3.2,S field
S024,3/21/2025,18.3,20,5.8,4.1,EASTFIELD
s49,6/3/2025,,44,6.7,3.6,East Field
S036,3/22/2025,24.1,52,7.4,3.7,South Field
S048,3/11/2025,26.8,46,5.6,2.3,South Field
S029,3/19/2025,35.1,27,6.1,2.6,North Field
S006,9-Apr-25,17.3,41,7.4,1.5,NorthField
S030,3/25/2025,31.1,18,5.9,2.1,westField
s19,9/4/2025,37.3,39,5.8,3.9,n field
S056,3/10/2025,36.2,32,6.3,2.9,north field
S12,9-Mar-25,19.5,33,7.1,1.8,north field
s35,4/1/2025,23.8,19,6.3,3,n field
s17,9/4/2025,37.3,64,6.4,2.9,S field
S5,3/7/2025,18.6,N/A,10,2.9,Southfield
S28,8/4/2025,29.5,51,6.8,2,SOUTH FIELD
s42,3/12/2025,25.3,36,6.8,2.8,westField
s16,3/4/2025,34.6,31,7.4,3.6,n field
s50,31/03/2025,20.5,46,5.9,1.8,e field
s55,20/03/2025,25.4,39,6.3,3.4,e field
S059,21-Mar-25,33.2,missing,5.9,2.7,SOUTH FIELD
s40,3/13/2025,12.6,61,7.3,2.9,Southfield
s11,3/1/2025,34.8,35,6.4,1.8,w field
s16,3/9/2025,15.1,51,6.1,1886,Nrth Field
S15,8-Apr-25,16,28,6.5,1.8,NORTH FIELD
S040,4/9/2025,30.4,45,10.2,3.5,westField
s42,3/26/2025,12,44,6.9,,W field
S035,3/12/2025,31.2,58,7.4,3.7,east field
S44,4/1/2025,16.9,44,6.9,4.1,W field
S23,2/4/2025,30.2,44,5.6,2.3,W field
S6,28-Mar-25,17.6,9999,6.4,3.8,Southfield
s40,4/7/2025,21.5,41,7.4,3,EASTFIELD
S008,3/15/2025,14.5,61,7.3,1.7,East Field
s58,6/4/2025,25.4,48,6.5,,North Field
S028,2/28/2025,37.7,34,5.9,4,North Field
S042,2/28/2025,27.6,38,7.1,1.2,e field
S037,3/31/2025,36.5,43,5.9,3.6,North Field
S2,3/6/2025,20.1,64,5.7,3.6,WEST FIELD
s20,4/3/2025,33.6,50,6.9,2.8,S field
S039,3/9/2025,13.4,24,5.5,2.3,n field
S034,12-Mar-25,25.4,62,6.1,4.2,East Field
s34,6/4/2025,23.7,27,6.6,3.6,north field
s18,11/3/2025,16.7,23,6.9,2.3,North Field
S31,3/19/2025,33,N/A,7.4,2.9,West Field
s50,25/03/2025,22.8,62,7.7,3,SOUTH FIELD
s31,3/6/2025,28,40,5.7,1.6,W field
s26,4-Mar-25,33.6,29,7.4,4,WEST FIELD
S054,4/2/2025,23.7,65,7.2,2.7,WEST FIELD
s51,3/12/2025,33,37,6.4,2.9,East Field
S26,5-Apr-25,22.2,21,6.5,2.1,West Field
S6,24-Mar-25,28.5,48,5.8,4,East Field
S014,3/9/2025,22.7,43,7.7,1.7,westField
s55,3-Apr-25,,45,6.7,2.8,w field
S30,2/27/2025,16.9,32,7.5,N/A,W field
s09,17/03/2025,22.5,63,6,1.6,West Field
S42,14/03/2025,22.9,19,6.6,4,n field
s14,3/14/2025,15.4,65,6.2,1.4,e field
s57,26/02/2025,14.9,43,6.4,3.9,EastField
S31,26-Mar-25,27.1,52,6.4,1.3,S field
S023,24-Mar-25,33.4,37,7.3,1.8,w field
S036,11-Mar-25,31.9,30,6.2,N/A,w field
s19,3/16/2025,37.7,53,5.8,1.4,w field
S035,3/22/2025,36,30,5.7,1.8,westField
s56,3/25/2025,19.6,52,7.1,2.3,Nrth Field
s20,3/10/2025,31.8,9999,6.4,2117.6,EastField
s39,3/1/2025,13,36,7.6,2.9,north field
s3,4/8/2025,19.1,33,6.2,2.3,WEST FIELD
S54,4/7/2025,22.7,25,6,1.3,S field
S1,3/26/2025,16.2,34,6.5,4,East Field
s32,3/5/2025,35.7,28,6.9,3.9,n field
S34,11/3/2025,31.2,34,6.8,1.8,SOUTH FIELD
S32,3/23/2025,34.6,65,7.1,1.3,north field
s31,26/03/2025,missing,43,7,1.4,WEST FIELD
s25,1/4/2025,24.9,65,6.6,2.4,North Field
s44,3/30/2025,28.7,27,7.3,4,W field
s60,2/25/2025,25.3,60,7.1,3.7,east field
S3,2/26/2025,13.2,,6.5,3.5,SOUTH FIELD
s09,4/4/2025,35.7,9999,-0.4,1.9,NorthField
s11,4/10/2025,12.8,58,7.7,1.4,east field
S31,3/16/2025,29.4,59,6.6,2.4,NorthField
S50,10-Mar-25,29,41,6.6,4.1,Nrth Field
S25,2/27/2025,18.9,22,6.2,2.8,South Field
s24,3/20/2025,15.8,43,6.4,,north field
s03,6/4/2025,12.1,37,7.3,3.9,WEST FIELD
S023,3/13/2025,missing,50,7,1.8,SOUTH FIELD
S41,3/10/2025,23.4,41,7.2,2.6,n field
S028,3/15/2025,22.8,28,5.5,3.2,WEST FIELD
s18,1-Mar-25,28.2,33,7.6,4,westField
s25,3/31/2025,15.4,26,7.1,1.2,West Field
S049,25/02/2025,,40,6.1,2,West Field
S21,10/3/2025,25,32,7.5,1.9,W field
S056,4/4/2025,24.7,28,6.7,N/A,WEST FIELD
s11,3/31/2025,24.4,57,6.6,2.2,East Field
s50,14/03/2025,37.7,56,7.7,3.7,SOUTH FIELD
S38,14/03/2025,missing,55,5.6,3.7,westField
S046,4/5/2025,12.2,23,5.6,1.4,north field
s42,25-Feb-25,28.3,58,6.2,3.5,n field
s26,3/24/2025,26.3,64,5.7,3.9,South Field
s60,3/17/2025,36.8,60,5.6,4,east field
S31,3/8/2025,17.3,20,6.2,2.6,WEST FIELD
s12,4/10/2025,28.4,30,6,3.6,W field
S038,31/03/2025,28.7,35,6.7,1.2,East Field
s45,3/4/2025,27,62,7.5,3.5,WEST FIELD
S049,5/4/2025,22.2,39,7.5,1.3,westField
s37,3-Apr-25,37.2,42,6,1.5,w field
S058,3/10/2025,34.1,missing,7,1.7,NORTH FIELD
S10,2/26/2025,15,44,7.4,4,EASTFIELD
S54,3/13/2025,16.9,40,6.4,3.4,West Field
S039,23-Mar-25,12.1,23,N/A,,South Field
S10,4/10/2025,16.8,22,6.5,1.8,n field
s14,4/3/2025,21.3,38,12.8,2.7,n field
S022,3/18/2025,21.6,52,6.6,3.4,east field
S040,3/4/2025,23.2,22,5.5,2.4,North Field
s44,3/2/2025,15.2,23,None,3,e field
s19,26/02/2025,31.7,21,7.7,2.1,Southfield
S36,20-Mar-25,37.2,30,7.3,3,West Field
S056,3/23/2025,22.1,54,6.7,1.7,NORTH FIELD
s57,30/03/2025,36.6,30,5.8,2.8,North Field
s55,1/4/2025,12.6,63,6.7,2.3,S field
S013,9-Mar-25,26.8,35,6.4,2.1,w field
S018,11-Mar-25,17.4,24,5.9,1.8,South Field
S57,3/22/2025,12.3,52,6.3,2.9,West Field
S23,4/1/2025,33,None,6.3,1.3,w field
S19,8/3/2025,17.6,39,7.3,2.7,West Field
S4,3/20/2025,21.6,20,7,4,EASTFIELD
S027,2/27/2025,16.3,24,7.1,3.1,e field
s31,3/15/2025,20.2,30,6.2,,East Field
S28,4/7/2025,25.6,22,6.9,1.6,Nrth Field
S003,3/31/2025,18.5,38,6.3,3.3,westField
S036,4/10/2025,24.5,55,6.9,3.5,EASTFIELD
S52,4/2/2025,18.5,63,6.2,,SOUTH FIELD
S44,3/10/2025,33.3,64,6.9,3.9,Nrth Field
S25,27-Feb-25,29.8,43,5.9,1.8,East Field
s20,3/10/2025,20.5,21,6.2,2.3,w field
s2,25-Feb-25,32.2,18,6.3,3.6,Nrth Field
S13,3/8/2025,37,35,6.6,4,e field
S045,4/5/2025,22.3,49,7.8,1.3,north field
s19,3/4/2025,27.4,62,5.7,1.8,EASTFIELD
s18,26/02/2025,16.3,59,6,3.8,n field
S40,26-Feb-25,31.9,40,7.3,,NORTH FIELD
S024,3/25/2025,17.4,missing,7.7,4.1,westField
s24,3/15/2025,24.9,26,None,3.5,East Field
S46,7/4/2025,37.4,31,7.6,1.4,NORTH FIELD
s27,10/3/2025,19.5,None,7.3,missing,Nrth Field
s52,3/4/2025,20.4,49,6.9,2.6,SOUTH FIELD
S024,25-Mar-25,19.6,58,5.9,2.1,NORTH FIELD
s44,3/20/2025,27.2,20,5.8,None,n field
s60,3/12/2025,22.5,48,7.1,1.5,EastField
S035,16/03/2025,24.5,30,None,3.5,east field
s13,6-Mar-25,96.3,59,7.1,4.1,SOUTH FIELD
s43,3/13/2025,36.2,21,6.4,missing,NORTH FIELD
S034,3/22/2025,33.1,58,7.3,3.1,East Field
S011,2/28/2025,21.5,37,6.1,2,east field
S045,2/3/2025,23.3,26,6.1,1.4,EASTFIELD
s49,2/4/2025,29.6,65,7.6,1.6,S field
s39,4/1/2025,15.5,54,6.1,1.4,east field
S048,20/03/2025,27.5,62,7.2,2.3,SOUTH FIELD
s13,3/26/2025,28.3,59,6.2,1.8,East Field
S41,14-Mar-25,37.3,52,6.9,2.5,SOUTH FIELD
s32,4/4/2025,17.6,missing,missing,3.2,SOUTH FIELD
s19,3/27/2025,33.7,61,7.1,4.2,South Field
s38,2/25/2025,21.8,38,6,None,South Field
s14,4/4/2025,16.9,32,6.8,1.5,NorthField
S33,3/22/2025,12.6,53,7.3,3.7,Southfield
S039,1/3/2025,None,29,7.3,3,n field
s1,2/25/2025,18.8,56,7.3,2.9,north field
S035,3/13/2025,17.7,44,6.8,3.1,WEST FIELD
s5,3/5/2025,19.7,61,7.3,3.3,North Field
S33,9/3/2025,19.5,36,6.6,3.2,South Field
s51,3/5/2025,25.4,53,6.8,4,Nrth Field
s20,28-Mar-25,20.7,44,7.8,2.8,South Field
s11,7-Apr-25,26,57,7.7,1.9,North Field
s39,15-Mar-25,35,56,6.5,4,EastField
s16,3/6/2025,31.9,23,7.5,4.1,EastField
S035,3/7/2025,12.3,N/A,9.8,1.7,EASTFIELD
s36,25-Feb-25,16.9,48,5.6,1.5,NORTH FIELD
S029,3/25/2025,30.5,61,7.2,3.8,S field
S039,9/4/2025,35.6,9999,6.2,3.7,e field
s08,1/3/2025,26.3,21,6.2,1.7,w field
s16,3/26/2025,35.9,40,6.9,1.7,w field
s25,28/03/2025,20.2,50,None,3.5,WEST FIELD
s05,3/8/2025,19.9,18,6.5,3.5,West Field
S053,13-Mar-25,31.6,61,6.9,2.7,EASTFIELD
s22,4/2/2025,20,46,12.4,1657.4,EASTFIELD
S004,9/3/2025,15.5,44,6.8,1.7,north field
s31,8-Mar-25,38,48,6.9,3.3,W field
s43,3/5/2025,14,40,7.7,3.6,WEST FIELD
s27,22/03/2025,28.4,N/A,5.6,4,NorthField
S56,3/17/2025,37,58,5.7,3.5,NORTH FIELD
s53,2/3/2025,29.5,25,7.6,missing,South Field
S29,12-Mar-25,14.3,49,6.5,N/A,SOUTH FIELD
s34,18/03/2025,36.1,48,7.5,2.8,east field
s38,3/2/2025,26.2,missing,7,3,Southfield
